,name,location,rent,deposit,area,type,highlights,description,owner
74,Shantishilp Society Bavdhan,Bavdhan,28000.0,84000.0,1500.0,3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society shantishilp society bavdhan in bavdhan offers 3 bhk apartment. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1450 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open parking is also available. The building has a total of 5 floors and this prop...",Yugantika Properties  
75,Nyati Elysia,Kharadi,31000.0,93000.0,1200.0,2 BHK ,"['2 Baths', 'Air Conditioned']","Pune's most popular society nyati elysia in kharadi offers 2 bhk apartment. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1150 sq.Ft. Super built-Up area. This property is constructed on 1200 sq.Ft. Extra space for pooja room, study room and store room. You also get 1 covered parking inside the premises located on 12th of 28 floor. This is a ready to move property and it i...",Prop Laksh 
76,Paranjape Blue Ridge,Hadapsar,25000.0,75000.0,650.0,1 BHK ,"['1 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, gym, waking track, jogging track, club house.
Near by all facilities market. School, college, hospital.",Sneh Properties 
77,Vilas Yashone Hinjewadi,Hadapsar,25000.0,75000.0,850.0,2 BHK ,"['2 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, waking track, jogging track, club house, gym.
Near by hospital , school, college, bus stop, shopping center.",Sneh Properties 
78,Vilas Yashone Hinjewadi,Hadapsar,24000.0,75000.0,950.0,2 BHK ,"['2 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, jogging track, waking track, gym, club house.
Near by market, shopping malls, school, college, hospital, bus stop.",Sneh Properties 
79,Godrej Elements,Hadapsar,36000.0,100000.0,1460.0,3 BHK ,"['3 Baths', 'East Facing']","All amenities in included society like swimming pool, garden, waking track, jogging track, gym, club house.
Near by market, shopping malls, school, college, hospital.",Sneh Properties 
80,Paranjape Blue Ridge,Hadapsar,30000.0,100000.0,1100.0,2 BHK ,"['2 Baths', 'East Facing']","All amenities in included society like swimming pool, garden, waking track, club house , gym. Ets
Near by market,school, college, hospital, shopping malls.",Sneh Properties 
81,Paranjape Blue Ridge,Hadapsar,23000.0,70000.0,650.0,1 BHK ,"['1 Baths', 'Private Garden']","All amenities in society like swimming pool, garden, waking track, kids garden. Kids play ground, gym, club house. Ets Near by market , school, college, hospital, shopping center, shopping malls. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. ...",Sneh Properties 
82,Rohan Abhilasha,Wagholi,36000.0,108000.0,1200.0,3 BHK ,"['3 Baths', 'East Facing']","Rohan abhilasha is the most preferred destination for renting flats in wagholi, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This 3 bhk flat comes with 3 bathrooms set in 1200 sq.Ft. Carpet usable area. This property is constructed on 1200 sq.Ft. Extra space for study room. You also get 1 covered parking inside the premises located on 2nd of 12 f...",Sumegh Properties 
83,Kumar Primrose,EonFreeZone,34500.0,103500.0,1045.0,2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society kumar primrose in eon free zone offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Super built-Up area. This property is constructed on 1045 sq.Ft. Extra space for others. Located on 4th of 10 floor. This is a ready to move property and it is 0-1 year old flat. This is an unfurnished flat. Property will be leased for 11 months from w...,Puneet Puniani & Associates 
84,Kumar Park Infinia,Phursungi,18000.0,36000.0,750.0,1 BHK ,"['2 Baths', 'East Facing']","Situated in phursungi pune, kumar park infinia is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 750 sq.Ft. Big 1 bhk apartment now available for rent. Property has 750 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 750 sq.Ft. Placed on 1st of 14 floor. This is an unfurnished flat. Property w...",Tulsi Properties 
85,Rohan Ananta,Tathawade,24000.0,50000.0,750.0,2 BHK ,"['2 Baths', 'East Facing']","Rohan ananta is the most preferred destination for renting flats in tathawade, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 2 balconies in 750 sq.Ft. Carpet area. This property is constructed on 750 sq.Ft. You also get 1 covered parking inside the premises located on 9th of 11 floor. This is a semi-Furnished fl...",Sparsh Properties 
86,BU Bhandari Acolade,Kharadi,35000.0,105000.0,1193.0,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society bu bhandari acolade in kharadi offers 2 bhk apartment. This property is close to mall, close to highway and close to hospital. This flat consists of 2 bathrooms & 2 balconies in 1150 sq.Ft. Super built-Up area. The flat is built on 1193 sq.Ft. Area. This property has store room as well. This flat is situated at 3rd in a tower with 11 floors. This is a 5-10 years old ...",Puneet Puniani & Associates 
87,Ishwar River Residency,Moshi,22000.0,60000.0,850.0,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in moshi close to all basic civic amenities is available for just 22,000 in ishwar river residency, pune. This flat consists of 2 bathrooms & 2 balconies build in 720 sq.Ft. Carpet area. This property is constructed on 720 sq.Ft. Located on 9th of 12 floor. This is a ready to move property and it is 1-5 years old flat. It is a furnished property. Inclusive of 8 light, 3 fa...",Sparsh Properties 
88,Gera World of Joy,Kharadi,40000.0,120000.0,1150.0,2 BHK ,"['2 Baths', 'Private Garden']","A beautiful 2bhk row house available for rent in gera world of joy society, kharadi.
 Additional details :",Krushna Homes Realty 
89,Forest County,Kharadi,42000.0,125000.0,1315.0,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society forest county in kharadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1215 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1315 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this property is situated on 6th floor. Property is 0-1 year old. This is an unfurnished fl...",Makaan Makers  
90,Supreme Esteban,KoregaonPark,190000.0,1140000.0,4250.0,4 BHK ,"['4 Baths', 'East Facing']",Residential apartment 3 bhk fully furnished for rent with covered car parking for 65000,Gaj Kesari Real Estates 
91,Brahma skyone,Undri,17000.0,35000.0,990.0,2 BHK ,"['2 Baths', 'ORCHARDS INTERNATIONAL SCHOOL  Nearby']","Beautiful spacious airy apartment with a gorgeous view. Good sunlight, perfect location with easy access to groceries, medicals, hotels, schools and transport. Cosmopolitan society with all amenities, for instance club house, swimming pool, gym, yoga room, childrens play area, ample car park, ample space. Building has 2 lifts with generator back up.",HOME IT 
92,VTP Belair,Mahalunge,25000.0,60000.0,687.0,2 BHK ,"['2 Baths', 'East Facing']","2bhk semifinished flat available for rent
Bed 02
Wardrobe 02
Kitchen trolley
Basic fitting,fan , geyser, cortain rod, exust fan",aarvi properties  
93,Magarpatta City Roystonea,Magarpatta,45000.0,100000.0,1550.0,3 BHK ,"['3 Baths', 'East Facing']","Garden facing, unfurnished 3 bhk flat for rent in roystonea society in magarpatta city township. Flat having kitchen cabinet. Flat having good garden view and ventilation. This rent including of society maintenance. Society having all amenities and facilities. This society is near to season mall and cyber city offices.",Shree Properties 
94,Kolte Patil Life Republic,Hadapsar,22000.0,66000.0,1150.0,2 BHK ,"['2 Baths', 'Gated Society']","Pune's most popular society kolte patil life republic in hinjewadi offers 2 bhk apartment. This property offers access to nearby landmarks and is close to metro station, close to school, close to hospital and close to market. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1120 sq.Ft. Super built-Up area. This flat is constructed on 1150 sq.Ft. Area. An independent pooja room ...",J.J.Properties 
95,Sunshree The Gold CHS,NIBM,50000.0,150000.0,1800.0,3 BHK ,"['3 Baths', 'Top Floor']",Beautiful penthouse available for rent open for all communities call for a visit and have a look at the prime location of nibm salunkhe vihar,Shelto Properties  
96,"Chandan Nagar, Pune",ChandanNagar,30000.0,90000.0,750.0,2 BHK ,"['2 Baths', 'East Facing']","2 bhk fully furnised flat on our society well maintain flat no lift near m,arket , eon it park kharadi ,viman nagar plz contact more details",MUTHA REALTY 
97,Duville Riverdale Residences,Kharadi,52000.0,156000.0,1065.0,3 BHK ,"['3 Baths', 'Fitness Center/ Gym']","Unfurnished 3 bhk beautiful apartment available for rent in riverdale residence, kharadi.
Immediate possession.
Rent 52 k negotiable.",VASTU REAL ESTATE 
98,Duville Riverdale Residences,Kharadi,55000.0,165000.0,1155.0,3 BHK ,"['3 Baths', 'East Facing']","Semi furnished 3 bhk apartment available for rent in riverdale residences, kharadi.
Brand new apartment immediate possession.",VASTU REAL ESTATE 
99,Sukhwani Hermosa Casa,Hadapsar,27002.0,81000.0,780.0,2 BHK ,"['2 Baths', 'North-East Facing']","Sukhwani hermosa casa is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in hadapsar with 780 sq.Ft., is your opportunity to be a part of this community. The flat is close to market. This flat consists of 2 bathrooms in 780 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 780 sq.Ft. A separate space for servant room is availabl...",www.Azuro 
100,Surya Span O Life,TulajaBhawaniNagar,36000.0,72000.0,1000.0,2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in tulaja bhawani nagar in surya span o life, pune. Property has 1000 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. This flat is constructed on 1000 sq.Ft. Area. An independent others is available in this property. This flat lies on the 10th floor of a 11 storey building. Well maintained 1-5 years property. This property is furnished. Eq...",PW Realty 
101,Kolte Cheryl,AshokaNagar,31000.0,62000.0,900.0,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in ashoka nagar is available in one of pune's most popular projects, kolte cheryl. Property has 900 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 900 sq.Ft. A separate space for pooja room, study room, servant room and others is available in this flat. Society provides 1 covered parking with this flat &...",PW Realty 
102,Kolte Patil Downtown Langston,AshokaNagar,31000.0,62000.0,1000.0,2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in ashoka nagar in kolte patil downtown langston, pune. This flat consists of 2 bathrooms & 2 balconies in 1000 sq.Ft. Carpet area. The flat is built on 1000 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 10th in a tower with 12 floors. This is a 1-5 years ...",PW Realty 
103,Nyati Elysia,Kharadi,30000.0,60000.0,900.0,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in kharadi is available in one of pune's most popular projects, nyati elysia. This flat consists of 2 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. Flat is constructed on 900 sq.Ft. You get an additional space of others. 1 covered parking available. 1 open parking available. Placed on 15th of 31 floor in 1-5 years old tower. This is an unfurnished...",PW Realty 
104,Majestique City,Wagholi,17000.0,51000.0,950.0,2 BHK ,"['2 Baths', 'North Facing']","Majestique city is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 3 balconies build in 850 sq.Ft. Super built-Up area. This property is constructed on 950 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 2nd o...",anil jadhav 
105,Magarpatta Annex,Magarpatta,28000.0,56000.0,1100.0,2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable magarpatta annex of magarpatta in pune ! Live in a 2 bhk flat for rent in magarpatta spread over 900 sq.Ft. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The building has...",Vinayak Property 
